"","TLC","Station_Name","Entries.and.exits...Full.price.tickets","Entries.and.exits...Reduced.price.tickets","Entries.and.exits...Season.tickets","Tickets_Sold","Rank_Tickets","Interchanges","Main_OD","NLC","Region","Station_Owner","TRUE.","FALSE.","Route_Name"
"552","BUB","Burnley Barracks",8218,15248,2438,25904,2147,0,"Preston (Lancs)",2743,"North West","Northern Trains",0,1,"Farington Curve Junction and Hall Royd Junction Line"
"553","BUC","Buckenham",46,208,100,354,2553,0,"Norwich",7290,"East of England","Greater Anglia",0,1,"Wherry Lines"
"554","BUD","Burneside (Cumbria)",2542,12358,2018,16918,2240,0,"Kendal",1975,"North West","Northern Trains",0,1,"Lakes Line"
"555","BUE","Bures",16218,16822,12028,45068,1981,0,"London Liverpool Street",7085,"East of England","Greater Anglia",0,1,"Sudbury Branch Line"
"556","BUG","Burgess Hill",308680,753302,405110,1467092,310,0,"Brighton",5483,"South East","Govia Thameslink Railway (Southern)",1,0,"Brighton Main Line"
"557","BUH","Brough",37836,361726,17750,417312,852,7623,"Hull",8051,"Yorkshire and The Humber","TransPennine Express",0,1,"Hull Line"
"558","BUI","Burnside (South Lanarkshire)",49354,117234,15638,182226,1304,0,"Glasgow Central",9767,"Scotland","ScotRail",0,1,"Kirkhill Line"
"559","BUJ","Burton Joyce",5934,3264,228,9426,2337,0,"Nottingham",6200,"East Midlands","East Midlands Railway",0,1,"Nottingham to Lincoln Line"
"560","BUK","Bucknell",1596,590,858,3044,2443,0,"Shrewsbury",4182,"West Midlands","TfW Rail",0,1,"Heart of Wales Line"
"561","BUL","Butlers Lane",35298,56550,50220,142068,1448,0,"Birmingham New Street",1179,"West Midlands","West Midlands Trains (West Midlands Railway)",0,1,"Cross-City Line"
"562","BUL","Butlers Lane",35298,56550,50220,142068,1448,0,"Birmingham New Street",1179,"West Midlands","West Midlands Trains (West Midlands Railway)",0,1,"Aston and Lichfield City Line"
"563","BUO","Bursledon",15514,33452,5784,54750,1913,0,"Southampton Central",5927,"South East","South Western Railway",0,1,"West Coastway Line"
"564","BUS","Busby",35006,61588,8498,105092,1604,0,"Glasgow Central",9791,"Scotland","ScotRail",0,1,"Glasgow South Western Line"
"565","BUT","Burton-On-Trent",193310,439098,31090,663498,634,12749,"Birmingham New Street",1658,"West Midlands","East Midlands Railway",0,1,"Derby to Birmingham (Proof House Junction) Line"
"566","BUU","Burnham-On-Crouch",58444,62700,41826,162970,1371,0,"London Liverpool Street",6873,"East of England","Greater Anglia",0,1,"Crouch Valley Line"
"567","BUW","Burley-In-Wharfedale",168600,122454,174192,465246,813,0,"Leeds",8565,"Yorkshire and The Humber","Northern Trains",0,1,"Wharefedale Line"
"568","BUW","Burley-In-Wharfedale",168600,122454,174192,465246,813,0,"Leeds",8565,"Yorkshire and The Humber","Northern Trains",0,1,"Wharfedale Line"
"569","BUX","Buxton",36816,230932,33820,301568,1014,0,"Manchester Piccadilly",2946,"East Midlands","Northern Trains",0,1,"Buxton and Edgeley Junction Branch"
"570","BUX","Buxton",36816,230932,33820,301568,1014,0,"Manchester Piccadilly",2946,"East Midlands","Northern Trains",0,1,"Chinley North Junction and Buxton Branch"
"571","BUY","Burley Park",176898,346888,45234,569020,698,0,"Leeds",8500,"Yorkshire and The Humber","Northern Trains",0,1,"Harrogate Line"
"572","BVD","Belvedere",279388,377904,141762,799054,550,0,"Woolwich Arsenal",5092,"London","Southeastern",0,1,"North Kent Line"
"573","BWB","Bow Brickhill",4440,4206,9886,18532,2228,0,"Bedford",1381,"South East","West Midlands Trains (London Northwestern Railway)",0,1,"Marston Vale Line"
"574","BWD","Birchwood",168640,138808,51308,358756,923,0,"Manchester Oxford Road",2304,"North West","Northern Trains",0,1,"Liverpool to Manchester Line"
"575","BWD","Birchwood",168640,138808,51308,358756,923,0,"Manchester Oxford Road",2304,"North West","Northern Trains",0,1,"Manchester and Allerton Junction Line"
"576","BWG","Bowling",6410,12310,6714,25434,2150,0,"Glasgow Queen Street",9968,"Scotland","ScotRail",0,1,"North Clyde Line"
"577","BWK","Berwick-Upon-Tweed",0,555546,12236,567782,700,6581,"Edinburgh",7791,"North East","London North Eastern Railway",0,1,"East Coast Main Line"
"578","BWN","Bloxwich North",35322,40868,1580,77770,1752,0,"Birmingham New Street",1018,"West Midlands","West Midlands Trains (West Midlands Railway)",0,1,"Chase Line"
"579","BWO","Bricket Wood",10140,8670,2898,21708,2194,0,"Watford Junction",1560,"East of England","West Midlands Trains (London Northwestern Railway)",0,1,"Watford Junction - St Albans Abbey Line"
"580","BWS","Barrow-Upon-Soar",34950,26386,14380,75716,1762,0,"Leicester",1903,"East Midlands","East Midlands Railway",0,1,"Midland Main Line"
"581","BWT","Bridgwater",121014,283818,23896,428728,837,0,"Taunton",3449,"South West","Great Western Railway",1,0,"Bristol to Exeter Line"
"582","BXB","Broxbourne",546050,693902,136298,1376250,333,284657,"London Liverpool Street",6812,"East of England","Greater Anglia",1,0,"Lea Valley Lines"
"583","BXD","Buxted",29048,39872,23936,92856,1669,0,"London Bridge",5324,"South East","Govia Thameslink Railway (Southern)",0,1,"South Croydon to Uckfield Branch"
"584","BXH","Bexleyheath",584484,640464,198478,1423426,321,0,"London Bridge",5094,"London","Southeastern",1,0,"Bexleyheath Line"
"585","BXW","Box Hill and Westhumble",23830,76136,5982,105948,1598,0,"London Waterloo",5403,"South East","Govia Thameslink Railway (Southern)",0,1,"Sutton and Mole Valley Line"
"586","BXY","Bexley",392952,431884,129660,954496,471,0,"London Bridge",5093,"London","Southeastern",1,0,"Dartford Loop Line"
"587","BYA","Berney Arms",504,438,8,950,2512,0,"Norwich",7330,"East of England","Greater Anglia",0,1,"Wherry Lines"
"588","BYB","Blythe Bridge",39266,24146,8888,72300,1783,0,"Stoke-On-Trent",1282,"West Midlands","East Midlands Railway",0,1,"Crewe to Derby Line"
"589","BYC","Betws-y-Coed",19400,13846,76,33322,2079,0,"Llandudno",2449,"Wales","TfW Rail",0,1,"Conwy Valley Line"
"590","BYD","Barry Docks",163952,9572,46268,219792,1198,0,"Cardiff Central",3806,"Wales","TfW Rail",0,1,"Barry Docks Railway"
"591","BYD","Barry Docks",163952,9572,46268,219792,1198,0,"Cardiff Central",3806,"Wales","TfW Rail",0,1,"Barry Line"
"592","BYE","Bynea",878,388,0,1266,2496,0,"Ammanford",4124,"Wales","TfW Rail",0,1,"Heart of Wales Line"
"593","BYF","Broughty Ferry",56718,24488,3062,84268,1711,0,"Dundee",9023,"Scotland","ScotRail",0,1,"Edinburgh to Aberdeen Line"
"594","BYI","Barry Island",257536,24858,85200,367594,903,0,"Cardiff Central",3807,"Wales","TfW Rail",0,1,"Barry Island Branch"
"595","BYK","Bentley (South Yorkshire)",38108,54214,20380,112702,1562,0,"Leeds",8352,"Yorkshire and The Humber","Northern Trains",0,1,"Doncaster and Leeds Line"
"596","BYL","Barry Links",456,14,0,470,2542,0,"Dundee",9020,"Scotland","ScotRail",0,1,"Edinburgh to Aberdeen Line"
"597","BYM","Burnley Manchester Road",156962,311664,38738,507364,773,7748,"Manchester Victoria",2549,"North West","Northern Trains",0,1,"Farington Curve Junction and Hall Royd Junction Line"
"598","BYN","Bryn",34966,42050,6470,83486,1716,0,"Liverpool Lime Street",2222,"North West","Northern Trains",0,1,"Liverpool to Wigan Line"
"599","BYS","Braystones",194,1088,0,1282,2495,0,"Whitehaven",2045,"North West","Northern Trains",0,1,"Cumbrian Coast Railway"
"600","CAA","Coventry Arena",45324,59780,2556,107660,1591,0,"Coventry",7416,"West Midlands","West Midlands Trains (West Midlands Railway)",0,1,"Coventry to Nuneaton Line"
"601","CAC","Caldercruix",23120,31170,12904,67194,1815,0,"Glasgow Queen Street",992,"Scotland","ScotRail",0,1,"Edinburgh to Glasgow via Bathgate"
"602","CAD","Cadoxton",201510,9542,47112,258164,1107,0,"Cardiff Central",3811,"Wales","TfW Rail",0,1,"Barry Docks Railway"
"603","CAD","Cadoxton",201510,9542,47112,258164,1107,0,"Cardiff Central",3811,"Wales","TfW Rail",0,1,"Vale of Glamorgan Line"
"604","CAD","Cadoxton",201510,9542,47112,258164,1107,0,"Cardiff Central",3811,"Wales","TfW Rail",0,1,"Barry Line"
"605","CAG","Carrbridge",3098,1742,0,4840,2402,0,"Inverness",8621,"Scotland","ScotRail",0,1,"Highland Main Line"
"606","CAK","Cark and Cartmel",16920,61350,5974,84244,1712,0,"Barrow-In-Furness",1964,"North West","Northern Trains",0,1,"Furness Line"
"607","CAM","Camberley",96216,173028,18656,287900,1042,0,"London Waterloo",5682,"South East","South Western Railway",0,1,"Ascot to Guildford line"
"608","CAN","Carnoustie",53466,42864,3754,100084,1634,0,"Dundee",9028,"Scotland","ScotRail",0,1,"Edinburgh to Aberdeen Line"
"609","CAO","Cannock",86312,133628,13350,233290,1161,0,"Birmingham New Street",1016,"West Midlands","West Midlands Trains (West Midlands Railway)",0,1,"Chase Line"
"610","CAR","Carlisle",90582,1607678,102938,1801198,271,301547,"Newcastle",2118,"North West","Avanti West Coast",0,1,"Carnforth Barrow and Carlisle Line"
"611","CAR","Carlisle",90582,1607678,102938,1801198,271,301547,"Newcastle",2118,"North West","Avanti West Coast",0,1,"West Coast Main Line"
"612","CAR","Carlisle",90582,1607678,102938,1801198,271,301547,"Newcastle",2118,"North West","Avanti West Coast",0,1,"Carlisle Grand Junction Line"
"613","CAR","Carlisle",90582,1607678,102938,1801198,271,301547,"Newcastle",2118,"North West","Avanti West Coast",0,1,"Newcastle and Carlisle Railway"
"614","CAS","Castleton (Manchester)",41128,38684,16154,95966,1653,0,"Manchester Victoria",2919,"North West","Northern Trains",0,1,"Caldervale Line"
"615","CAT","Caterham",212922,240146,118760,571828,695,0,"London Bridge",5351,"South East","Govia Thameslink Railway (Southern)",1,0,"Purley and Caterham Line"
"616","CAU","Causeland",138,1450,0,1588,2479,0,"Looe",3568,"South West","Great Western Railway",0,1,"Looe Valley Line"
"617","CAY","Carntyne",83206,148270,23054,254530,1115,0,"Glasgow Queen Street",9897,"Scotland","ScotRail",0,1,"North Clyde Line"
"618","CBB","Carbis Bay",0,226200,568,226768,1185,0,"St Ives (Cornwall)",3542,"South West","Great Western Railway",0,1,"The St Ives Bay Line"
"619","CBC","Coatbridge Central",13766,16494,3842,34102,2072,0,"Motherwell",9747,"Scotland","ScotRail",0,1,"Scottish Central Main Line"
"620","CBC","Coatbridge Central",13766,16494,3842,34102,2072,0,"Motherwell",9747,"Scotland","ScotRail",0,1,"Sunnyside Loop"
"621","CBC","Coatbridge Central",13766,16494,3842,34102,2072,0,"Motherwell",9747,"Scotland","ScotRail",0,1,"North Clyde Line"
"622","CBC","Coatbridge Central",13766,16494,3842,34102,2072,0,"Motherwell",9747,"Scotland","ScotRail",0,1,"Rutherglen and Coatbridge Branch"
"623","CBD","Conon Bridge",8442,1532,924,10898,2318,0,"Inverness",6393,"Scotland","ScotRail",0,1,"Far North Line"
"624","CBE","Canterbury East",209982,593110,132536,935628,480,9490,"Faversham",5164,"South East","Southeastern",1,0,"Chatham Main Line"
"625","CBG","Cambridge",2331900,5809382,1200318,9341600,39,481342,"London Kings Cross",7022,"East of England","Greater Anglia",1,0,"Bethnal Green and King's Lynn Line"
"626","CBH","Cambridge Heath",242406,407088,121996,771490,564,0,"London Liverpool Street",6962,"London","London Overground",0,1,"West Anglia Main Line"
"627","CBH","Cambridge Heath",242406,407088,121996,771490,564,0,"London Liverpool Street",6962,"London","London Overground",0,1,"Central Line"
"628","CBK","Cranbrook (Devon)",17874,73564,11800,103238,1617,0,"Exeter Central",9850,"South West","South Western Railway",0,1,"West of England Main Line"
"629","CBL","Cambuslang",199304,342460,87514,629278,652,31582,"Glasgow Central",9768,"Scotland","ScotRail",0,1,"Kirkhill Line"
"630","CBL","Cambuslang",199304,342460,87514,629278,652,31582,"Glasgow Central",9768,"Scotland","ScotRail",0,1,"West Coast Main Line"
"631","CBN","Camborne",30310,206272,59226,295808,1024,0,"Truro",3504,"South West","Great Western Railway",0,1,"The Cornish Main Line"
"632","CBP","Castle Bar Park",30360,30664,5646,66670,1818,0,"Greenford",3098,"London","Great Western Railway",0,1,"Greenford Branch"
"633","CBR","Cooksbridge",22506,27942,11772,62220,1855,0,"London Victoria",5336,"South East","Govia Thameslink Railway (Southern)",0,1,"East Coastway Line"
"634","CBS","Coatbridge Sunnyside",119744,196536,42670,358950,922,0,"Glasgow Queen Street",9752,"Scotland","ScotRail",0,1,"Scottish Central Main Line"
"635","CBS","Coatbridge Sunnyside",119744,196536,42670,358950,922,0,"Glasgow Queen Street",9752,"Scotland","ScotRail",0,1,"North Clyde Line"
"636","CBS","Coatbridge Sunnyside",119744,196536,42670,358950,922,0,"Glasgow Queen Street",9752,"Scotland","ScotRail",0,1,"Sunnyside Loop"
"637","CBW","Canterbury West",488644,1380204,308420,2177268,220,146230,"London St Pancras International",5007,"South East","Southeastern",1,0,"Ashford to Ramsgate Line"
"638","CBY","Charlbury",56194,182174,18982,257350,1110,0,"London Paddington",3004,"South East","Great Western Railway",0,1,"Cotswold Line"
"639","CCC","Criccieth",17998,7450,770,26218,2143,0,"Pwllheli",4312,"Wales","TfW Rail",0,1,"Cambrian Line"
"640","CCH","Chichester",652686,1251822,530076,2434584,190,40719,"London Victoria",5255,"South East","Govia Thameslink Railway (Southern)",1,0,"West Coastway Line"
"641","CCT","Cathcart",100162,223264,45656,369082,902,643,"Glasgow Central",9795,"Scotland","ScotRail",0,1,"Neilston (Lanark and Ayrshire) Branch"
"642","CCT","Cathcart",100162,223264,45656,369082,902,643,"Glasgow Central",9795,"Scotland","ScotRail",0,1,"Cathcart Circle"
"643","CCT","Cathcart",100162,223264,45656,369082,902,643,"Glasgow Central",9795,"Scotland","ScotRail",0,1,"Cathcart North Curve"
"644","CCT","Cathcart",100162,223264,45656,369082,902,643,"Glasgow Central",9795,"Scotland","ScotRail",0,1,"Kirkhill Line"
"645","CDB","Cardiff Bay",374458,40950,95556,510964,765,0,"Cardiff Queen Street",3815,"Wales","TfW Rail",0,1,"Cardiff Bay branch"
"646","CDD","Cardenden",13526,16800,1324,31650,2101,0,"Edinburgh",9112,"Scotland","ScotRail",0,1,"Fife Circle Line"
"647","CDF","Cardiff Central",5429162,3814512,941348,10185022,37,1132335,"Newport (South Wales)",3899,"Wales","TfW Rail",1,0,"Cardiff Bay Branch"
"648","CDF","Cardiff Central",5429162,3814512,941348,10185022,37,1132335,"Newport (South Wales)",3899,"Wales","TfW Rail",1,0,"Line"
"649","CDF","Cardiff Central",5429162,3814512,941348,10185022,37,1132335,"Newport (South Wales)",3899,"Wales","TfW Rail",1,0,"South Wales Main Line"
"650","CDF","Cardiff Central",5429162,3814512,941348,10185022,37,1132335,"Newport (South Wales)",3899,"Wales","TfW Rail",1,0,"Valley Lines"
"651","CDF","Cardiff Central",5429162,3814512,941348,10185022,37,1132335,"Newport (South Wales)",3899,"Wales","TfW Rail",1,0,"Cardiff Valley Line"
"652","CDF","Cardiff Central",5429162,3814512,941348,10185022,37,1132335,"Newport (South Wales)",3899,"Wales","TfW Rail",1,0,"Barry Line"
"653","CDF","Cardiff Central",5429162,3814512,941348,10185022,37,1132335,"Newport (South Wales)",3899,"Wales","TfW Rail",1,0,"Cardiff Bay branch"
"654","CDI","Crediton",84768,34308,14100,133176,1481,0,"Exeter Central",5754,"South West","Great Western Railway",0,1,"Tarka Line"
"655","CDI","Crediton",84768,34308,14100,133176,1481,0,"Exeter Central",5754,"South West","Great Western Railway",0,1,"Dartmoor Line"
"656","CDN","Coulsdon Town",33310,55690,10896,99896,1637,0,"London Bridge",5382,"London","Govia Thameslink Railway (Southern)",0,1,"Tattenham Corner Line"
"657","CDN","Coulsdon Town",33310,55690,10896,99896,1637,0,"London Bridge",5382,"London","Govia Thameslink Railway (Southern)",0,1,"Brighton Main Line"
"658","CDO","Cardonald",56132,98754,26932,181818,1306,0,"Glasgow Central",9624,"Scotland","ScotRail",0,1,"Cardonald and Deanside Branch"
"659","CDO","Cardonald",56132,98754,26932,181818,1306,0,"Glasgow Central",9624,"Scotland","ScotRail",0,1,"Ayr Line"
"660","CDQ","Cardiff Queen Street",1375824,86438,251458,1713720,280,395420,"Cardiff Bay",3900,"Wales","TfW Rail",1,0,"Cardiff Valley Line"
"661","CDQ","Cardiff Queen Street",1375824,86438,251458,1713720,280,395420,"Cardiff Bay",3900,"Wales","TfW Rail",1,0,"Cardiff Bay Branch"
"662","CDQ","Cardiff Queen Street",1375824,86438,251458,1713720,280,395420,"Cardiff Bay",3900,"Wales","TfW Rail",1,0,"Line"
"663","CDQ","Cardiff Queen Street",1375824,86438,251458,1713720,280,395420,"Cardiff Bay",3900,"Wales","TfW Rail",1,0,"Rhymney Line"
"664","CDQ","Cardiff Queen Street",1375824,86438,251458,1713720,280,395420,"Cardiff Bay",3900,"Wales","TfW Rail",1,0,"South Wales Main Line"
"665","CDQ","Cardiff Queen Street",1375824,86438,251458,1713720,280,395420,"Cardiff Bay",3900,"Wales","TfW Rail",1,0,"Valley Lines"
"666","CDR","Cardross",24116,46878,55254,126248,1502,0,"Craigendoran",9969,"Scotland","ScotRail",0,1,"North Clyde Line"
"667","CDS","Coulsdon South",617572,689588,248594,1555754,300,0,"London Bridge",5408,"London","Govia Thameslink Railway (Southern)",1,0,"Brighton Main Line"
"668","CDT","Caldicot",51508,7126,7278,65912,1824,0,"Cardiff Central",3680,"Wales","TfW Rail",0,1,"South Wales Main Line"
"669","CDT","Caldicot",51508,7126,7278,65912,1824,0,"Cardiff Central",3680,"Wales","TfW Rail",0,1,"Gloucester to Newport Line"
"670","CDU","Cam and Dursley",65684,109712,7580,182976,1301,0,"Bristol Temple Meads",3238,"South West","Great Western Railway",0,1,"Cross Country Route"
"671","CDY","Cartsdyke",21562,40416,13544,75522,1764,0,"Glasgow Central",9680,"Scotland","ScotRail",0,1,"Gourock Line"
"672","CEA","Cleland",31686,45140,11942,88768,1692,0,"Glasgow Central",9718,"Scotland","ScotRail",0,1,"Edinburgh to Glasgow via Shotts"
"673","CED","Cheddington",17766,23904,6344,48014,1958,0,"London Euston",1372,"South East","West Midlands Trains (London Northwestern Railway)",0,1,"West Coast Main Line"
"674","CEF","Chapel-En-Le-Frith",13454,41956,9308,64718,1838,0,"Manchester Piccadilly",2762,"East Midlands","Northern Trains",0,1,"Chinley North Junction and Buxton Branch"
"675","CEF","Chapel-En-Le-Frith",13454,41956,9308,64718,1838,0,"Manchester Piccadilly",2762,"East Midlands","Northern Trains",0,1,"Buxton and Edgeley Junction Branch"
